date,title,creator,original_url,original_status,original_video_title,original_channel,original_duration_seconds,original_youtube_status,original_error,original_checked_at,final_url,final_status,final_video_title,final_channel,final_duration_seconds,final_checked_at,replaced,selection_reason,original_independent_recheck_error,replacement_independent_recheck,replacement_independent_checked_at
12-14,"Piano Concerto #3 in C minor, op. 37",Beethoven,https://www.youtube.com/watch?v=D_iPsP8LXI0,playable,Beethoven - Piano Concerto No. 3 in C Minor Op. 37 (Daniel Barenboim & West-Eastern Divan Orchestra),EuroArtsChannel,2278,OK,,2026-09-23T05:34:12+00:00,https://www.youtube.com/watch?v=D_iPsP8LXI0,playable,Beethoven - Piano Concerto No. 3 in C Minor Op. 37 (Daniel Barenboim & West-Eastern Divan Orchestra),EuroArtsChannel,2278,2026-09-23T05:34:12+00:00,False,,,,
12-15,"Kreisleriana, op. 16",Schumann,https://www.youtube.com/watch?v=J5FayGAxTf0,playable,Yuja Wang plays Schumann: Kreisleriana Opus 16,MrOsomatsu,1964,OK,,2026-09-23T05:34:13+00:00,https://www.youtube.com/watch?v=J5FayGAxTf0,playable,Yuja Wang plays Schumann: Kreisleriana Opus 16,MrOsomatsu,1964,2026-09-23T05:34:13+00:00,False,,,,
12-16,Noches en los Jardines de España (Nights in the Gardens of Spain),Falla,https://www.youtube.com/watch?v=UyoEiRPmq6M,playable,Falla: Noches en los Jardines de España ∙ hr-Sinfonieorchester ∙ Perianes ∙ Heras-Casado,hr-Sinfonieorchester – Frankfurt Radio Symphony,1523,OK,,2026-09-23T05:34:14+00:00,https://www.youtube.com/watch?v=UyoEiRPmq6M,playable,Falla: Noches en los Jardines de España ∙ hr-Sinfonieorchester ∙ Perianes ∙ Heras-Casado,hr-Sinfonieorchester – Frankfurt Radio Symphony,1523,2026-09-23T05:34:14+00:00,False,,,,
12-17,"String Quartet #12 in F, op. 96 'American'",Dvořák,https://www.youtube.com/watch?v=DxtAHpYIXdU,deleted_or_unavailable,"Dvořák / String Quartet No. 12 in F major, Op. 96 ""American"" (Cleveland Quartet)",scrymgeour34,1506,UNPLAYABLE,Video unavailable,2026-09-23T05:34:15+00:00,https://www.youtube.com/watch?v=PzrFW8DbaLc,playable,"Dvorak: String Quartet No. 12 in F Major, Op. 96 “American”, Dover Quartet, CMSFW, 10-19-24",The Chamber Music Society of Fort Worth,1453,2026-09-23T05:36:17+00:00,True,完整的德沃夏克第十二弦乐四重奏 Op.96；Dover Quartet 演奏，主办方 The Chamber Music Society of Fort Worth 发布。,ERROR: [youtube] DxtAHpYIXdU: Video unavailable,yt-dlp: public metadata and audio formats available; no media downloaded,2026-09-23T05:36:10+00:00
12-18,"Symphony #5 in E minor, op. 64",Tchaikovsky,https://www.youtube.com/watch?v=dYTUtDjK2Kc,playable,"Tchaikovsky - Symphony No 5 in E minor, Op 64 - Chang",Classical Vault 1,2776,OK,,2026-09-23T05:34:16+00:00,https://www.youtube.com/watch?v=dYTUtDjK2Kc,playable,"Tchaikovsky - Symphony No 5 in E minor, Op 64 - Chang",Classical Vault 1,2776,2026-09-23T05:34:16+00:00,False,,,,
12-19,"Grande Messe des Morts (Requiem), op. 5",Berlioz,https://www.youtube.com/watch?v=vLfZ4-Y4VaU,playable,"Hector Berlioz - Requiem (Grande Messe des Morts), Op. 5",invertedninthchord,5044,OK,,2026-09-23T05:34:18+00:00,https://www.youtube.com/watch?v=vLfZ4-Y4VaU,playable,"Hector Berlioz - Requiem (Grande Messe des Morts), Op. 5",invertedninthchord,5044,2026-09-23T05:34:18+00:00,False,,,,
12-20,"Cantata #140 'Wachet auf, ruft uns die Stimme'",Bach,https://www.youtube.com/watch?v=DqZE54i-muE,playable,"Bach - Cantata Wachet auf, ruft uns die Stimme BWV 140 - Van Veldhoven | Netherlands Bach Society",Netherlands Bach Society,1737,OK,,2026-09-23T05:34:19+00:00,https://www.youtube.com/watch?v=DqZE54i-muE,playable,"Bach - Cantata Wachet auf, ruft uns die Stimme BWV 140 - Van Veldhoven | Netherlands Bach Society",Netherlands Bach Society,1737,2026-09-23T05:34:19+00:00,False,,,,
12-21,"Piano Concerto #1 in E minor, op. 11",Chopin,https://www.youtube.com/watch?v=5BLU-CaKIt8,playable,"Chopin: Piano Concerto No. 1 In E Minor, Op. 11: 1. Allegro maestoso",Krystian Zimerman - Topic,1404,OK,,2026-09-23T05:34:20+00:00,https://www.youtube.com/watch?v=5BLU-CaKIt8,playable,"Chopin: Piano Concerto No. 1 In E Minor, Op. 11: 1. Allegro maestoso",Krystian Zimerman - Topic,1404,2026-09-23T05:34:20+00:00,False,,,,
12-22,"Clarinet Trio in A minor, op. 114",Brahms,https://www.youtube.com/watch?v=YOayoH9YRWk,playable,Johannes Brahms - Trio in A minor op.114,VideoClassica,1449,OK,,2026-09-23T05:34:21+00:00,https://www.youtube.com/watch?v=YOayoH9YRWk,playable,Johannes Brahms - Trio in A minor op.114,VideoClassica,1449,2026-09-23T05:34:21+00:00,False,,,,
12-23,"Stabat Mater, op. 53",Szymanowski,https://www.youtube.com/watch?v=soC2WFYgWH0,playable,"Karol Szymanowski - Stabat Mater, Op. 53",invertedninthchord,1687,OK,,2026-09-23T05:34:22+00:00,https://www.youtube.com/watch?v=soC2WFYgWH0,playable,"Karol Szymanowski - Stabat Mater, Op. 53",invertedninthchord,1687,2026-09-23T05:34:22+00:00,False,,,,
12-24,"Piano Concerto #3 in D minor, op. 30",Rachmaninoff,https://www.youtube.com/watch?v=GvKQKnIVy1I,playable,"REMASTERED: Yunchan Lim 임윤찬 – RACHMANINOV Piano Concerto No. 3 in D Minor, op. 30",The Cliburn,2607,OK,,2026-09-23T05:34:24+00:00,https://www.youtube.com/watch?v=GvKQKnIVy1I,playable,"REMASTERED: Yunchan Lim 임윤찬 – RACHMANINOV Piano Concerto No. 3 in D Minor, op. 30",The Cliburn,2607,2026-09-23T05:34:24+00:00,False,,,,
12-25,"Violin Sonata #9, op. 47 ""Kreutzer""",Beethoven,https://www.youtube.com/watch?v=COGcCBJAC6I,playable,Beethoven.Violin.Sonata.No.9.Op.47.kreutzer.[Anne-Sophie Mutter.-.Lambert.Orkis],kamngaty,2779,OK,,2026-09-23T05:34:25+00:00,https://www.youtube.com/watch?v=COGcCBJAC6I,playable,Beethoven.Violin.Sonata.No.9.Op.47.kreutzer.[Anne-Sophie Mutter.-.Lambert.Orkis],kamngaty,2779,2026-09-23T05:34:25+00:00,False,,,,
12-26,"Peer Gynt, op. 23 (including the suites, #1, op. 46; and #2, op. 55)",Grieg,https://www.youtube.com/watch?v=7kpqALC8IbI,playable,"Edvard Grieg: Peer Gynt Suite No.1 & No.2 ​- Bjarte Engeset (op. 46, op. 55, op. 23)",Kristiansand Symphony Orchestra,2653,OK,,2026-09-23T05:34:26+00:00,https://www.youtube.com/watch?v=7kpqALC8IbI,playable,"Edvard Grieg: Peer Gynt Suite No.1 & No.2 ​- Bjarte Engeset (op. 46, op. 55, op. 23)",Kristiansand Symphony Orchestra,2653,2026-09-23T05:34:26+00:00,False,,,,
12-27,"Préludes for piano, Books I & II, L 117 & 123",Debussy,https://www.youtube.com/watch?v=53okWti8NfA,playable,"Debussy: Préludes - Book II, L. 123: XI. Les tierces alternées",Maurizio Pollini - Topic,148,OK,,2026-09-23T05:34:27+00:00,https://www.youtube.com/watch?v=53okWti8NfA,playable,"Debussy: Préludes - Book II, L. 123: XI. Les tierces alternées",Maurizio Pollini - Topic,148,2026-09-23T05:34:27+00:00,False,,,,
12-28,"Messiah, HWV 56",Handel,https://www.youtube.com/watch?v=JH3T6YwwU9s,playable,G. F. Handel: Messiah HWV 56 (fantastic performance),classicalplus,8236,OK,,2026-09-23T05:34:28+00:00,https://www.youtube.com/watch?v=JH3T6YwwU9s,playable,G. F. Handel: Messiah HWV 56 (fantastic performance),classicalplus,8236,2026-09-23T05:34:28+00:00,False,,,,
12-29,Rückert Lieder,Mahler,https://www.youtube.com/watch?v=OJNaKMgvXRA,playable,Gustav Mahler - Rückert-Lieder,Adagietto,1207,OK,,2026-09-23T05:34:30+00:00,https://www.youtube.com/watch?v=OJNaKMgvXRA,playable,Gustav Mahler - Rückert-Lieder,Adagietto,1207,2026-09-23T05:34:30+00:00,False,,,,
12-30,"String Quartet #14 in D minor, D. 810 'Death and the Maiden'",Schubert,https://www.youtube.com/watch?v=otdayisyIiM,playable,"Franz Schubert - String Quartet No.14 in D minor, D.810 (Alban Berg Quartett)",EnterMyChallenge,2136,OK,,2026-09-23T05:34:31+00:00,https://www.youtube.com/watch?v=otdayisyIiM,playable,"Franz Schubert - String Quartet No.14 in D minor, D.810 (Alban Berg Quartett)",EnterMyChallenge,2136,2026-09-23T05:34:31+00:00,False,,,,
12-31,Piano Quintet,Schnittke,https://www.youtube.com/watch?v=Td-cUkR1Tu8,playable,Alfred Schnittke - Piano Quintet (w/ score) (1976),belanna000,1453,OK,,2026-09-23T05:34:32+00:00,https://www.youtube.com/watch?v=Td-cUkR1Tu8,playable,Alfred Schnittke - Piano Quintet (w/ score) (1976),belanna000,1453,2026-09-23T05:34:32+00:00,False,,,,
